,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
1642064,360470232004000,360470503001001,1,1,0,0,0,1,0,0,0,1,20170919,40.7132031,-73.9467147,"Kings County, NY",40.6385605,-73.9866451,"Kings County, NY","LINESTRING(-73.9467147 40.7132031, -73.9866451 40.6385605)"
3857181,360610095002001,360470301003000,1,0,1,0,0,1,0,0,0,1,20170919,40.6782753,-73.9177066,"Kings County, NY",40.7481444,-73.9945509,"New York County, NY","LINESTRING(-73.9177066 40.6782753, -73.9945509 40.7481444)"
5381967,360810081001007,360470676001003,1,0,1,0,0,0,1,1,0,0,20170919,40.6248466,-73.9250709,"Kings County, NY",40.7687218,-73.9347039,"Queens County, NY","LINESTRING(-73.9250709 40.6248466, -73.9347039 40.7687218)"
1849032,360470554002000,360470430001000,1,0,1,0,1,0,0,0,0,1,20170919,40.6113856,-73.9827386,"Kings County, NY",40.6066521,-73.9602973,"Kings County, NY","LINESTRING(-73.9827386 40.6113856, -73.9602973 40.6066521)"
3826097,360610094001008,360610061001003,1,0,1,0,0,0,1,0,0,1,20170919,40.7332844,-73.9941929,"New York County, NY",40.7542232,-73.9776529,"New York County, NY","LINESTRING(-73.9941929 40.7332844, -73.9776529 40.7542232)"
5737469,360810857002000,360811265001009,1,1,0,0,0,0,1,0,1,0,20170919,40.7207797,-73.7997603,"Queens County, NY",40.758106,-73.8216494,"Queens County, NY","LINESTRING(-73.7997603 40.7207797, -73.8216494 40.758106)"
3872283,360610096001003,360810513001004,1,0,1,0,0,1,0,0,1,0,20170919,40.7332323,-73.8969279,"Queens County, NY",40.7570255,-73.9804137,"New York County, NY","LINESTRING(-73.8969279 40.7332323, -73.9804137 40.7570255)"
281498,360050096002016,360470041003001,1,0,0,1,0,0,1,0,0,1,20170919,40.6855552,-73.9843903,"Kings County, NY",40.8323365,-73.8438178,"Bronx County, NY","LINESTRING(-73.9843903 40.6855552, -73.8438178 40.8323365)"
3685085,360610083003002,360470423002003,1,0,1,0,0,0,1,0,0,1,20170919,40.6992834,-73.9292388,"Kings County, NY",40.7425575,-74.0060562,"New York County, NY","LINESTRING(-73.9292388 40.6992834, -74.0060562 40.7425575)"
5435179,360810179002008,360470369003002,1,0,1,0,0,0,1,0,0,1,20170919,40.6785972,-73.909449,"Kings County, NY",40.7445019,-73.9302878,"Queens County, NY","LINESTRING(-73.909449 40.6785972, -73.9302878 40.7445019)"
1469781,360470022001001,360850134001015,1,0,0,1,0,0,1,0,0,1,20170919,40.5731214,-74.1185985,"Richmond County, NY",40.6466771,-74.0212288,"Kings County, NY","LINESTRING(-74.1185985 40.5731214, -74.0212288 40.6466771)"
5657727,360810711002000,360810283005000,2,1,1,0,1,0,1,0,0,2,20170919,40.7506217,-73.8858914,"Queens County, NY",40.7212214,-73.8484441,"Queens County, NY","LINESTRING(-73.8858914 40.7506217, -73.8484441 40.7212214)"
1767497,360470470002002,360850007001002,1,0,0,1,0,1,0,0,0,1,20170919,40.6452442,-74.0867621,"Richmond County, NY",40.6262032,-73.9887212,"Kings County, NY","LINESTRING(-74.0867621 40.6452442, -73.9887212 40.6262032)"
3411492,360610055022005,360810855004001,1,1,0,0,1,0,0,0,1,0,20170919,40.7591924,-73.8247548,"Queens County, NY",40.7258297,-73.9958922,"New York County, NY","LINESTRING(-73.8247548 40.7591924, -73.9958922 40.7258297)"
5477558,360810243004006,360610219001014,1,0,0,1,0,1,0,0,1,0,20170919,40.8157175,-73.9576557,"New York County, NY",40.7390506,-73.898275,"Queens County, NY","LINESTRING(-73.9576557 40.8157175, -73.898275 40.7390506)"
1660347,360470259011003,360470776001003,1,0,1,0,0,1,0,0,0,1,20170919,40.6315281,-73.942683,"Kings County, NY",40.6947597,-73.9447333,"Kings County, NY","LINESTRING(-73.942683 40.6315281, -73.9447333 40.6947597)"
3146803,360610021002006,360470526001001,1,0,0,1,1,0,0,0,0,1,20170919,40.6388334,-73.9672899,"Kings County, NY",40.7145342,-74.0123449,"New York County, NY","LINESTRING(-73.9672899 40.6388334, -74.0123449 40.7145342)"
5929654,360850074002013,360850273012004,1,1,0,0,0,1,0,0,0,1,20170919,40.5952423,-74.1582821,"Richmond County, NY",40.5943047,-74.062559,"Richmond County, NY","LINESTRING(-74.1582821 40.5952423, -74.062559 40.5943047)"
3659096,360610082001004,360470305001002,1,0,1,0,0,0,1,0,0,1,20170919,40.6797566,-73.9599607,"Kings County, NY",40.7508718,-73.9796394,"New York County, NY","LINESTRING(-73.9599607 40.6797566, -73.9796394 40.7508718)"
4285631,360610120001000,360471110001000,1,0,1,0,0,1,0,0,0,1,20170919,40.6612098,-73.8818376,"Kings County, NY",40.7670945,-73.9633973,"New York County, NY","LINESTRING(-73.8818376 40.6612098, -73.9633973 40.7670945)"
414569,360050374002005,360050332012000,1,0,1,0,1,0,0,0,0,1,20170919,40.8601003,-73.8701067,"Bronx County, NY",40.8747178,-73.866541,"Bronx County, NY","LINESTRING(-73.8701067 40.8601003, -73.866541 40.8747178)"
5522823,360810317003003,360810749002000,1,0,1,0,0,0,1,0,0,1,20170919,40.7149872,-73.8383881,"Queens County, NY",40.7677179,-73.8908934,"Queens County, NY","LINESTRING(-73.8383881 40.7149872, -73.8908934 40.7677179)"
5325328,360810007004023,360810245001001,1,0,1,0,0,0,1,0,0,1,20170919,40.7407345,-73.9048905,"Queens County, NY",40.7424811,-73.9509867,"Queens County, NY","LINESTRING(-73.9048905 40.7407345, -73.9509867 40.7424811)"
4387286,360610131001005,360610238021000,1,0,1,0,0,0,1,0,0,1,20170919,40.7689783,-73.943118,"New York County, NY",40.7621725,-73.9848576,"New York County, NY","LINESTRING(-73.943118 40.7689783, -73.9848576 40.7621725)"
3932890,360610100001004,360810403003000,1,0,1,0,1,0,0,0,0,1,20170919,40.7492516,-73.8596919,"Queens County, NY",40.7577785,-73.9724875,"New York County, NY","LINESTRING(-73.8596919 40.7492516, -73.9724875 40.7577785)"
1421511,360470011001006,360050426003001,1,0,0,1,0,0,1,0,1,0,20170919,40.8900303,-73.8373332,"Bronx County, NY",40.6919339,-73.98773,"Kings County, NY","LINESTRING(-73.8373332 40.8900303, -73.98773 40.6919339)"
3337400,360610048006001,360050407013000,1,0,1,0,0,1,0,0,0,1,20170919,40.8714825,-73.8900759,"Bronx County, NY",40.7340421,-73.9821329,"New York County, NY","LINESTRING(-73.8900759 40.8714825, -73.9821329 40.7340421)"
3497029,360610065001004,360470486003000,2,2,0,0,2,0,0,0,0,2,20170919,40.6414274,-73.9796982,"Kings County, NY",40.730883,-73.9975896,"New York County, NY","LINESTRING(-73.9796982 40.6414274, -73.9975896 40.730883)"
282996,360050096002021,360050264002000,1,1,0,0,0,0,1,0,0,1,20170919,40.8429338,-73.8306295,"Bronx County, NY",40.8375426,-73.8439796,"Bronx County, NY","LINESTRING(-73.8306295 40.8429338, -73.8439796 40.8375426)"
235173,360050046001005,360470482002002,1,1,0,0,0,0,1,0,0,1,20170919,40.6324236,-73.9675676,"Kings County, NY",40.8234433,-73.8697104,"Bronx County, NY","LINESTRING(-73.9675676 40.6324236, -73.8697104 40.8234433)"
3855641,360610095002000,360810371001009,1,1,0,0,0,0,1,0,0,1,20170919,40.762446,-73.8637957,"Queens County, NY",40.7487625,-73.9941071,"New York County, NY","LINESTRING(-73.8637957 40.762446, -73.9941071 40.7487625)"
4468976,360610145003002,360470477002004,2,0,2,0,0,0,2,0,0,2,20170919,40.716626,-73.9410627,"Kings County, NY",40.7697247,-73.9830978,"New York County, NY","LINESTRING(-73.9410627 40.716626, -73.9830978 40.7697247)"
1785312,360470491004002,360810455003000,1,1,0,0,0,1,0,0,1,0,20170919,40.7373729,-73.860839,"Queens County, NY",40.7031702,-73.945041,"Kings County, NY","LINESTRING(-73.860839 40.7373729, -73.945041 40.7031702)"
1887717,360470638002003,360470806002003,1,0,1,0,0,1,0,0,0,1,20170919,40.6610528,-73.9412499,"Kings County, NY",40.602796,-73.9355545,"Kings County, NY","LINESTRING(-73.9412499 40.6610528, -73.9355545 40.602796)"
3771968,360610092001005,360050213022001,2,0,1,1,0,1,1,0,0,2,20170919,40.8443455,-73.9201023,"Bronx County, NY",40.7545147,-73.9763929,"New York County, NY","LINESTRING(-73.9201023 40.8443455, -73.9763929 40.7545147)"
446484,360050421001000,360050043002005,3,0,3,0,0,0,3,0,0,3,20170919,40.8138572,-73.9174548,"Bronx County, NY",40.8808687,-73.8798753,"Bronx County, NY","LINESTRING(-73.9174548 40.8138572, -73.8798753 40.8808687)"
3682966,360610083002001,360050431008001,1,1,0,0,0,1,0,0,0,1,20170919,40.8811823,-73.8769438,"Bronx County, NY",40.7407991,-74.0035638,"New York County, NY","LINESTRING(-73.8769438 40.8811823, -74.0035638 40.7407991)"
5720220,360810799001004,360811617003000,1,0,1,0,0,1,0,0,0,1,20170919,40.7301228,-73.7113408,"Queens County, NY",40.7472115,-73.8251876,"Queens County, NY","LINESTRING(-73.7113408 40.7301228, -73.8251876 40.7472115)"
5547983,360810383011014,360811223001006,1,0,1,0,0,0,1,0,0,1,20170919,40.7372702,-73.7996243,"Queens County, NY",40.7621462,-73.8381229,"Queens County, NY","LINESTRING(-73.7996243 40.7372702, -73.8381229 40.7621462)"
1862130,360470570002000,360850201001005,1,1,0,0,0,1,0,0,0,1,20170919,40.6269993,-74.1321855,"Richmond County, NY",40.598027,-73.9341459,"Kings County, NY","LINESTRING(-74.1321855 40.6269993, -73.9341459 40.598027)"
4349791,360610128003002,360050212003000,1,0,1,0,0,1,0,0,0,1,20170919,40.8360213,-73.8570918,"Bronx County, NY",40.7697679,-73.9637422,"New York County, NY","LINESTRING(-73.8570918 40.8360213, -73.9637422 40.7697679)"
1464779,360470021002019,360810934023015,1,0,1,0,0,0,1,0,0,1,20170919,40.5805652,-73.8441229,"Queens County, NY",40.7028318,-73.989109,"Kings County, NY","LINESTRING(-73.8441229 40.5805652, -73.989109 40.7028318)"
4280001,360610119002001,360471172022000,1,0,1,0,0,0,1,0,0,1,20170919,40.6822437,-73.881876,"Kings County, NY",40.7588976,-73.9868024,"New York County, NY","LINESTRING(-73.881876 40.6822437, -73.9868024 40.7588976)"
3094364,360610015021000,360470179001002,1,0,1,0,1,0,0,0,0,1,20170919,40.683088,-73.9703002,"Kings County, NY",40.7102281,-74.0086653,"New York County, NY","LINESTRING(-73.9703002 40.683088, -74.0086653 40.7102281)"
3195410,360610031001012,360850040002000,5,0,3,2,0,3,2,0,0,5,20170919,40.6138714,-74.0820904,"Richmond County, NY",40.7156689,-74.0023532,"New York County, NY","LINESTRING(-74.0820904 40.6138714, -74.0023532 40.7156689)"
256409,360050068002000,360610126001001,1,0,1,0,0,0,1,0,0,1,20170919,40.7696172,-73.9592348,"New York County, NY",40.8298403,-73.8711998,"Bronx County, NY","LINESTRING(-73.9592348 40.7696172, -73.8711998 40.8298403)"
1469603,360470022001001,360850020012018,2,0,2,0,1,0,1,0,0,2,20170919,40.6060138,-74.074268,"Richmond County, NY",40.6466771,-74.0212288,"Kings County, NY","LINESTRING(-74.074268 40.6060138, -74.0212288 40.6466771)"
1871417,360470586001004,360470760003000,1,0,0,1,0,1,0,0,0,1,20170919,40.6220797,-73.9563161,"Kings County, NY",40.5957053,-73.9562872,"Kings County, NY","LINESTRING(-73.9563161 40.6220797, -73.9562872 40.5957053)"
292838,360050123001002,360610155005000,1,0,1,0,1,0,0,0,0,1,20170919,40.7765758,-73.9876419,"New York County, NY",40.8308779,-73.8926403,"Bronx County, NY","LINESTRING(-73.9876419 40.7765758, -73.8926403 40.8308779)"
3343762,360610049001006,360470257001002,2,2,0,0,1,1,0,0,0,2,20170919,40.6966502,-73.9479955,"Kings County, NY",40.7245877,-74.0002353,"New York County, NY","LINESTRING(-73.9479955 40.6966502, -74.0002353 40.7245877)"
5984711,360850291021013,360850008003003,1,0,1,0,0,1,0,1,0,0,20170919,40.6070045,-74.0652145,"Richmond County, NY",40.6310681,-74.1911609,"Richmond County, NY","LINESTRING(-74.0652145 40.6070045, -74.1911609 40.6310681)"
1714805,360470370003004,360470818001001,3,1,1,1,0,3,0,0,0,3,20170919,40.6534823,-73.9483955,"Kings County, NY",40.5856524,-73.9648615,"Kings County, NY","LINESTRING(-73.9483955 40.6534823, -73.9648615 40.5856524)"
5313237,360810001001026,360610209012000,1,1,0,0,0,1,0,0,1,0,20170919,40.8122398,-73.9565134,"New York County, NY",40.7406637,-73.951992,"Queens County, NY","LINESTRING(-73.9565134 40.8122398, -73.951992 40.7406637)"
3580032,360610076001001,360810721003001,1,0,0,1,0,0,1,0,1,0,20170919,40.7310232,-73.8547556,"Queens County, NY",40.7487635,-73.9863712,"New York County, NY","LINESTRING(-73.8547556 40.7310232, -73.9863712 40.7487635)"
5591339,360810489001001,360811205001003,1,0,1,0,0,1,0,0,0,1,20170919,40.7517802,-73.819429,"Queens County, NY",40.7390046,-73.8890924,"Queens County, NY","LINESTRING(-73.819429 40.7517802, -73.8890924 40.7390046)"
4158990,360610112032000,360610007001003,2,0,2,0,0,1,1,0,0,2,20170919,40.7066903,-74.0080801,"New York County, NY",40.7622572,-73.969222,"New York County, NY","LINESTRING(-74.0080801 40.7066903, -73.969222 40.7622572)"
4533353,360610163005001,360050385004000,1,0,1,0,0,0,1,0,0,1,20170919,40.8541162,-73.8927636,"Bronx County, NY",40.781822,-73.9802209,"New York County, NY","LINESTRING(-73.8927636 40.8541162, -73.9802209 40.781822)"
1843392,360470551001001,360470275003000,1,1,0,0,1,0,0,0,1,0,20170919,40.6836952,-73.936689,"Kings County, NY",40.7156282,-73.9654444,"Kings County, NY","LINESTRING(-73.936689 40.6836952, -73.9654444 40.7156282)"
3337526,360610048006001,360470181001000,1,0,1,0,0,0,1,0,0,1,20170919,40.6885364,-73.9724247,"Kings County, NY",40.7340421,-73.9821329,"New York County, NY","LINESTRING(-73.9724247 40.6885364, -73.9821329 40.7340421)"
3912427,360610099001020,360850189011028,1,0,1,0,0,0,1,0,0,1,20170919,40.6103437,-74.1375783,"Richmond County, NY",40.7498047,-74.0082756,"New York County, NY","LINESTRING(-74.1375783 40.6103437, -74.0082756 40.7498047)"
1808796,360470527003000,360471120001003,1,0,1,0,0,0,1,0,0,1,20170919,40.6675938,-73.8814198,"Kings County, NY",40.7072508,-73.9511938,"Kings County, NY","LINESTRING(-73.8814198 40.6675938, -73.9511938 40.7072508)"
4050603,360610106023001,360810075003000,1,0,1,0,0,0,1,0,0,1,20170919,40.7637256,-73.9256214,"Queens County, NY",40.7600894,-73.9582412,"New York County, NY","LINESTRING(-73.9256214 40.7637256, -73.9582412 40.7600894)"
3908321,360610099001020,360470138001000,1,1,0,0,0,0,1,0,0,1,20170919,40.6261214,-74.0254928,"Kings County, NY",40.7498047,-74.0082756,"New York County, NY","LINESTRING(-74.0254928 40.6261214, -74.0082756 40.7498047)"
3092540,360610015013013,360050422002002,1,0,1,0,1,0,0,0,0,1,20170919,40.8912338,-73.8568875,"Bronx County, NY",40.7083201,-74.001182,"New York County, NY","LINESTRING(-73.8568875 40.8912338, -74.001182 40.7083201)"
3096088,360610015021002,360810711002004,1,0,0,1,0,0,1,0,0,1,20170919,40.7214557,-73.8531044,"Queens County, NY",40.7096739,-74.0077502,"New York County, NY","LINESTRING(-73.8531044 40.7214557, -74.0077502 40.7096739)"
3009038,360610007001032,360810594002005,1,0,0,1,0,0,1,0,0,1,20170919,40.6981501,-73.7339882,"Queens County, NY",40.7037936,-74.0076963,"New York County, NY","LINESTRING(-73.7339882 40.6981501, -74.0076963 40.7037936)"
5762604,360810907001044,360810025001000,1,0,1,0,0,1,0,0,0,1,20170919,40.7567075,-73.9457879,"Queens County, NY",40.7687232,-73.8452108,"Queens County, NY","LINESTRING(-73.9457879 40.7567075, -73.8452108 40.7687232)"
346291,360050237021001,360050387002002,1,0,1,0,1,0,0,0,0,1,20170919,40.8553896,-73.8895443,"Bronx County, NY",40.8606389,-73.8972436,"Bronx County, NY","LINESTRING(-73.8895443 40.8553896, -73.8972436 40.8606389)"
3087309,360610015011009,360810460001003,1,0,0,1,1,0,0,0,0,1,20170919,40.7091574,-73.7937222,"Queens County, NY",40.7111877,-74.0048233,"New York County, NY","LINESTRING(-73.7937222 40.7091574, -74.0048233 40.7111877)"
5327942,360810019001002,360050205011008,1,0,1,0,0,0,1,1,0,0,20170919,40.8462079,-73.9241741,"Bronx County, NY",40.7531032,-73.9486064,"Queens County, NY","LINESTRING(-73.9241741 40.8462079, -73.9486064 40.7531032)"
1794738,360470507001001,360050408002000,1,1,0,0,0,1,0,1,0,0,20170919,40.890437,-73.8596036,"Bronx County, NY",40.7024723,-73.9481429,"Kings County, NY","LINESTRING(-73.8596036 40.890437, -73.9481429 40.7024723)"
5770974,360810938003011,360810272001001,1,1,0,0,0,0,1,0,0,1,20170919,40.6855116,-73.7921455,"Queens County, NY",40.5794635,-73.8344376,"Queens County, NY","LINESTRING(-73.7921455 40.6855116, -73.8344376 40.5794635)"
3504297,360610066001000,360610044007001,1,0,1,0,1,0,0,0,1,0,20170919,40.7315302,-73.9809078,"New York County, NY",40.7418066,-73.9795133,"New York County, NY","LINESTRING(-73.9809078 40.7315302, -73.9795133 40.7418066)"
4143471,360610112021003,360470523005001,1,0,1,0,1,0,0,0,1,0,20170919,40.7122028,-73.9581002,"Kings County, NY",40.7622905,-73.9734093,"New York County, NY","LINESTRING(-73.9581002 40.7122028, -73.9734093 40.7622905)"
3786844,360610092001010,360810138001001,1,1,0,0,0,0,1,0,0,1,20170919,40.708816,-73.828462,"Queens County, NY",40.7538976,-73.9749387,"New York County, NY","LINESTRING(-73.828462 40.708816, -73.9749387 40.7538976)"
1584723,360470153001001,360610040006001,2,1,1,0,0,0,2,0,0,2,20170919,40.7308393,-73.9844934,"New York County, NY",40.6678349,-73.9791411,"Kings County, NY","LINESTRING(-73.9844934 40.7308393, -73.9791411 40.6678349)"
1777663,360470485001008,360810641011001,1,0,0,1,0,0,1,1,0,0,20170919,40.6988012,-73.8516327,"Queens County, NY",40.7098353,-73.9360907,"Kings County, NY","LINESTRING(-73.8516327 40.6988012, -73.9360907 40.7098353)"
1623458,360470214002001,360470678002000,1,0,1,0,0,1,0,0,0,1,20170919,40.6250844,-73.9212309,"Kings County, NY",40.6330338,-74.0031621,"Kings County, NY","LINESTRING(-73.9212309 40.6250844, -74.0031621 40.6330338)"
3130640,360610021001009,360470185013001,1,0,1,0,0,1,0,0,0,1,20170919,40.6946983,-73.9746655,"Kings County, NY",40.7132879,-74.0101211,"New York County, NY","LINESTRING(-73.9746655 40.6946983, -74.0101211 40.7132879)"
4087845,360610109001005,360610269001001,4,1,1,2,1,2,1,0,0,4,20170919,40.8517871,-73.9288153,"New York County, NY",40.7519232,-73.9917987,"New York County, NY","LINESTRING(-73.9288153 40.8517871, -73.9917987 40.7519232)"
3612663,360610079001008,360610155002000,1,0,1,0,0,0,1,0,0,1,20170919,40.7774531,-73.9886081,"New York County, NY",40.740284,-74.0069067,"New York County, NY","LINESTRING(-73.9886081 40.7774531, -74.0069067 40.740284)"
4187552,360610113001009,360610136008000,3,0,2,1,0,1,2,0,0,3,20170919,40.7737984,-73.9471384,"New York County, NY",40.7542775,-73.9857828,"New York County, NY","LINESTRING(-73.9471384 40.7737984, -73.9857828 40.7542775)"
3057127,360610013001007,360050383021005,1,0,1,0,0,0,1,0,0,1,20170919,40.8554099,-73.8956054,"Bronx County, NY",40.7104043,-74.010371,"New York County, NY","LINESTRING(-73.8956054 40.8554099, -74.010371 40.7104043)"
5397873,360810122001001,360470874012000,1,1,0,0,0,0,1,0,0,1,20170919,40.6598002,-73.938385,"Kings County, NY",40.6983068,-73.8315413,"Queens County, NY","LINESTRING(-73.938385 40.6598002, -73.8315413 40.6983068)"
4120625,360610111001003,360470448001001,1,0,1,0,0,0,1,0,0,1,20170919,40.6176865,-73.9730548,"Kings County, NY",40.7531229,-73.9946421,"New York County, NY","LINESTRING(-73.9730548 40.6176865, -73.9946421 40.7531229)"
223816,360050024001004,360050399023001,1,0,1,0,0,1,0,0,1,0,20170919,40.8601881,-73.8952385,"Bronx County, NY",40.8238341,-73.872773,"Bronx County, NY","LINESTRING(-73.8952385 40.8601881, -73.872773 40.8238341)"
252578,360050065004002,360050043002004,2,0,1,1,1,1,0,0,0,2,20170919,40.8144089,-73.9168636,"Bronx County, NY",40.8166615,-73.9185011,"Bronx County, NY","LINESTRING(-73.9168636 40.8144089, -73.9185011 40.8166615)"
5317578,360810001001043,360050210016000,1,0,0,1,0,1,0,1,0,0,20170919,40.8413528,-73.8588458,"Bronx County, NY",40.7413183,-73.9388088,"Queens County, NY","LINESTRING(-73.8588458 40.8413528, -73.9388088 40.7413183)"
4419243,360610137003001,360470561002001,1,0,1,0,0,0,1,0,0,1,20170919,40.7281919,-73.9557192,"Kings County, NY",40.7654058,-73.9828524,"New York County, NY","LINESTRING(-73.9557192 40.7281919, -73.9828524 40.7654058)"
5467881,360810219001012,360810587001000,1,0,1,0,0,1,0,0,1,0,20170919,40.7083568,-73.8997362,"Queens County, NY",40.7244609,-73.9238215,"Queens County, NY","LINESTRING(-73.8997362 40.7083568, -73.9238215 40.7244609)"
4540080,360610167002000,360610121002000,1,0,1,0,0,1,0,0,0,1,20170919,40.7593649,-73.9938072,"New York County, NY",40.7849816,-73.9816228,"New York County, NY","LINESTRING(-73.9938072 40.7593649, -73.9816228 40.7849816)"
4053637,360610108005000,360810803011006,1,0,1,0,1,0,0,0,0,1,20170919,40.7464549,-73.8340378,"Queens County, NY",40.7571947,-73.9652853,"New York County, NY","LINESTRING(-73.8340378 40.7464549, -73.9652853 40.7571947)"
3022857,360610009001002,360610168001001,1,0,1,0,1,0,0,0,0,1,20170919,40.7913368,-73.9501101,"New York County, NY",40.7058535,-74.0126823,"New York County, NY","LINESTRING(-73.9501101 40.7913368, -74.0126823 40.7058535)"
3962145,360610101001005,360610101001007,3,0,1,2,0,1,2,0,0,3,20170919,40.7488017,-73.9903573,"New York County, NY",40.7493821,-73.9936499,"New York County, NY","LINESTRING(-73.9903573 40.7488017, -73.9936499 40.7493821)"
1716445,360470370004003,360470442001000,1,0,1,0,0,1,0,1,0,0,20170919,40.6138208,-73.9636083,"Kings County, NY",40.5853546,-73.9609815,"Kings County, NY","LINESTRING(-73.9636083 40.6138208, -73.9609815 40.5853546)"
5326303,360810014003005,360810401003000,1,1,0,0,1,0,0,0,0,1,20170919,40.7501223,-73.8567703,"Queens County, NY",40.693657,-73.8531764,"Queens County, NY","LINESTRING(-73.8567703 40.7501223, -73.8531764 40.693657)"
5316664,360810001001032,360810409003001,1,0,1,0,0,0,1,0,1,0,20170919,40.7496843,-73.8681778,"Queens County, NY",40.7405643,-73.9486478,"Queens County, NY","LINESTRING(-73.8681778 40.7496843, -73.9486478 40.7405643)"
1914351,360470772002001,360811010013003,1,0,1,0,0,0,1,0,0,1,20170919,40.5970119,-73.747683,"Queens County, NY",40.6328393,-73.9523703,"Kings County, NY","LINESTRING(-73.747683 40.5970119, -73.9523703 40.6328393)"
1676748,360470291001001,360470409001001,1,1,0,0,0,0,1,0,1,0,20170919,40.6918423,-73.9039413,"Kings County, NY",40.6913575,-73.9352225,"Kings County, NY","LINESTRING(-73.9039413 40.6918423, -73.9352225 40.6913575)"
3502376,360610065003002,360470106003000,1,0,1,0,0,1,0,0,0,1,20170919,40.6403801,-74.0062684,"Kings County, NY",40.7288612,-74.0020474,"New York County, NY","LINESTRING(-74.0062684 40.6403801, -74.0020474 40.7288612)"
3232890,360610033002009,360470720001007,1,0,1,0,0,0,1,0,0,1,20170919,40.6274479,-73.9205275,"Kings County, NY",40.7170972,-74.0071031,"New York County, NY","LINESTRING(-73.9205275 40.6274479, -74.0071031 40.7170972)"
1426878,360470011001006,360471196004000,2,0,2,0,0,0,2,0,2,0,20170919,40.6737076,-73.8700613,"Kings County, NY",40.6919339,-73.98773,"Kings County, NY","LINESTRING(-73.8700613 40.6737076, -73.98773 40.6919339)"
5818595,360811227015000,360470354002000,1,1,0,0,0,1,0,0,0,1,20170919,40.5780717,-73.9743841,"Kings County, NY",40.7342758,-73.8094669,"Queens County, NY","LINESTRING(-73.9743841 40.5780717, -73.8094669 40.7342758)"
291035,360050118001015,360050053001000,1,0,1,0,0,0,1,0,0,1,20170919,40.8514336,-73.9226455,"Bronx County, NY",40.8097986,-73.8021613,"Bronx County, NY","LINESTRING(-73.9226455 40.8514336, -73.8021613 40.8097986)"
5514638,360810309032004,360810478002012,1,0,0,1,0,0,1,0,1,0,20170919,40.7167255,-73.7703724,"Queens County, NY",40.7596393,-73.8917931,"Queens County, NY","LINESTRING(-73.7703724 40.7167255, -73.8917931 40.7596393)"
4591139,360610196003002,360610218004002,1,0,1,0,0,1,0,0,0,1,20170919,40.8042271,-73.9539049,"New York County, NY",40.8043782,-73.9384747,"New York County, NY","LINESTRING(-73.9539049 40.8042271, -73.9384747 40.8043782)"
1617344,360470203001003,360810236001004,1,0,1,0,0,1,0,1,0,0,20170919,40.7075333,-73.8048867,"Queens County, NY",40.6795753,-73.9629848,"Kings County, NY","LINESTRING(-73.8048867 40.7075333, -73.9629848 40.6795753)"
4064652,360610109001001,360610269005001,1,0,0,1,0,1,0,0,0,1,20170919,40.851069,-73.9315125,"New York County, NY",40.7528567,-73.9882129,"New York County, NY","LINESTRING(-73.9315125 40.851069, -73.9882129 40.7528567)"
4283009,360610119002003,360610299001002,1,0,0,1,0,1,0,0,0,1,20170919,40.8610328,-73.9218477,"New York County, NY",40.7576223,-73.9876534,"New York County, NY","LINESTRING(-73.9218477 40.8610328, -73.9876534 40.7576223)"
3331897,360610047002002,360810697011001,2,0,2,0,0,0,2,0,0,2,20170919,40.7278225,-73.8598845,"Queens County, NY",40.7232065,-74.0045046,"New York County, NY","LINESTRING(-73.8598845 40.7278225, -74.0045046 40.7232065)"
4154668,360610112031000,360850128051011,1,0,1,0,0,0,1,0,0,1,20170919,40.5553795,-74.1200972,"Richmond County, NY",40.7615767,-73.9676133,"New York County, NY","LINESTRING(-74.1200972 40.5553795, -73.9676133 40.7615767)"
3256087,360610036022003,360610065004001,1,0,0,1,0,1,0,0,1,0,20170919,40.7276791,-73.9997945,"New York County, NY",40.7235886,-73.9898735,"New York County, NY","LINESTRING(-73.9997945 40.7276791, -73.9898735 40.7235886)"
3463626,360610060002004,360610255001010,1,1,0,0,1,0,0,0,0,1,20170919,40.8427215,-73.9439054,"New York County, NY",40.7345671,-73.977109,"New York County, NY","LINESTRING(-73.9439054 40.8427215, -73.977109 40.7345671)"
4202353,360610114011003,360810251001003,1,0,1,0,1,0,0,0,0,1,20170919,40.7465745,-73.910761,"Queens County, NY",40.7635657,-73.970375,"New York County, NY","LINESTRING(-73.910761 40.7465745, -73.970375 40.7635657)"
5572240,360810460003005,360471194002004,1,0,0,1,0,0,1,0,0,1,20170919,40.672426,-73.87895,"Kings County, NY",40.7070314,-73.7918903,"Queens County, NY","LINESTRING(-73.87895 40.672426, -73.7918903 40.7070314)"
4574292,360610182002000,360610303002003,1,0,1,0,0,0,1,0,0,1,20170919,40.8691334,-73.9212286,"New York County, NY",40.800585,-73.9412458,"New York County, NY","LINESTRING(-73.9212286 40.8691334, -73.9412458 40.800585)"
5544996,360810363001004,360810260002008,1,0,1,0,1,0,0,0,1,0,20170919,40.6907279,-73.7955379,"Queens County, NY",40.7600421,-73.8694937,"Queens County, NY","LINESTRING(-73.7955379 40.6907279, -73.8694937 40.7600421)"
