,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
3384267,360610052002006,360610108004000,1,0,1,0,0,1,0,0,0,1,20170919,40.7578206,-73.9648247,"New York County, NY",40.7359509,-73.9924173,"New York County, NY","LINESTRING(-73.9648247 40.7578206, -73.9924173 40.7359509)"
4300962,360610122003002,360470273001001,1,1,0,0,0,1,0,0,0,1,20170919,40.6818979,-73.9392767,"Kings County, NY",40.7673696,-73.9697024,"New York County, NY","LINESTRING(-73.9392767 40.6818979, -73.9697024 40.7673696)"
1473734,360470031002000,360470996002000,1,0,0,1,0,1,0,0,0,1,20170919,40.6335268,-73.9054259,"Kings County, NY",40.6904798,-73.9810068,"Kings County, NY","LINESTRING(-73.9054259 40.6335268, -73.9810068 40.6904798)"
5529218,360810329003006,360810717021006,1,0,1,0,1,0,0,0,0,1,20170919,40.7339088,-73.8618942,"Queens County, NY",40.7639461,-73.8845387,"Queens County, NY","LINESTRING(-73.8618942 40.7339088, -73.8845387 40.7639461)"
6736887,361031584011014,361031583212028,1,0,1,0,0,0,1,0,0,1,20170919,40.8853704,-73.0278401,"Suffolk County, NY",40.9449003,-72.947335,"Suffolk County, NY","LINESTRING(-73.0278401 40.8853704, -72.947335 40.9449003)"
6546460,361031456031020,361031459012001,4,1,2,1,0,0,4,1,0,3,20170919,40.7674444,-73.2807239,"Suffolk County, NY",40.7778566,-73.2867725,"Suffolk County, NY","LINESTRING(-73.2807239 40.7674444, -73.2867725 40.7778566)"
5431075,360810179001009,360050239003000,1,0,1,0,0,1,0,1,0,0,20170919,40.8563192,-73.9035499,"Bronx County, NY",40.7457004,-73.9328831,"Queens County, NY","LINESTRING(-73.9035499 40.8563192, -73.9328831 40.7457004)"
6305201,361031106002007,361031227052007,1,0,1,0,0,1,0,0,0,1,20170919,40.7634248,-73.3456139,"Suffolk County, NY",40.9010322,-73.3350633,"Suffolk County, NY","LINESTRING(-73.3456139 40.7634248, -73.3350633 40.9010322)"
369969,360050284001010,360610225005000,1,0,1,0,0,0,1,0,0,1,20170919,40.8220745,-73.950937,"New York County, NY",40.8505963,-73.8386322,"Bronx County, NY","LINESTRING(-73.950937 40.8220745, -73.8386322 40.8505963)"
5677770,360810716001061,360470826003004,2,1,1,0,1,1,0,0,2,0,20170919,40.6437605,-73.9502624,"Kings County, NY",40.6466841,-73.7896063,"Queens County, NY","LINESTRING(-73.9502624 40.6437605, -73.7896063 40.6466841)"
2961026,360595218023001,360470152003002,1,0,1,0,0,0,1,0,1,0,20170919,40.6172887,-74.0227735,"Kings County, NY",40.6759561,-73.4419674,"Nassau County, NY","LINESTRING(-74.0227735 40.6172887, -73.4419674 40.6759561)"
6037603,360870114042002,360870109021022,1,0,0,1,0,0,1,0,0,1,20170919,41.1468225,-73.9298678,"Rockland County, NY",41.117236,-74.0188115,"Rockland County, NY","LINESTRING(-73.9298678 41.1468225, -74.0188115 41.117236)"
6595467,361031461051002,360595217003007,1,0,1,0,0,0,1,0,0,1,20170919,40.6720261,-73.4600784,"Nassau County, NY",40.7794218,-73.23065,"Suffolk County, NY","LINESTRING(-73.4600784 40.6720261, -73.23065 40.7794218)"
5498190,360810278002001,360470514004002,1,0,1,0,0,1,0,0,0,1,20170919,40.6439273,-73.9604747,"Kings County, NY",40.6854091,-73.7828558,"Queens County, NY","LINESTRING(-73.9604747 40.6439273, -73.7828558 40.6854091)"
5537428,360810337002002,360810128002002,1,0,0,1,0,0,1,0,0,1,20170919,40.6969005,-73.8396431,"Queens County, NY",40.7568665,-73.8832368,"Queens County, NY","LINESTRING(-73.8396431 40.6969005, -73.8832368 40.7568665)"
446506,360050421001000,360050050022000,4,0,4,0,0,1,3,0,0,4,20170919,40.8271562,-73.8802727,"Bronx County, NY",40.8808687,-73.8798753,"Bronx County, NY","LINESTRING(-73.8802727 40.8271562, -73.8798753 40.8808687)"
7137291,361190054001000,361190131023015,1,0,0,1,0,1,0,0,0,1,20170919,41.1482196,-73.7554534,"Westchester County, NY",40.9091951,-73.8061936,"Westchester County, NY","LINESTRING(-73.7554534 41.1482196, -73.8061936 40.9091951)"
3397552,360610054001004,360470197002000,1,0,1,0,1,0,0,0,0,1,20170919,40.688074,-73.9637426,"Kings County, NY",40.7388885,-73.9936222,"New York County, NY","LINESTRING(-73.9637426 40.688074, -73.9936222 40.7388885)"
5740153,360810864001000,360810379003001,1,1,0,0,0,1,0,0,1,0,20170919,40.7567594,-73.8649867,"Queens County, NY",40.6722196,-73.83057,"Queens County, NY","LINESTRING(-73.8649867 40.7567594, -73.83057 40.6722196)"
2428403,360593010004017,360594055001000,1,0,1,0,1,0,0,0,0,1,20170919,40.7047472,-73.66257,"Nassau County, NY",40.8533789,-73.703542,"Nassau County, NY","LINESTRING(-73.66257 40.7047472, -73.703542 40.8533789)"
5724956,360810840001003,360594058001024,1,0,0,1,0,1,0,0,0,1,20170919,40.713194,-73.6586561,"Nassau County, NY",40.6742486,-73.8134213,"Queens County, NY","LINESTRING(-73.6586561 40.713194, -73.8134213 40.6742486)"
6688420,361031580071006,361031585112006,1,0,1,0,0,1,0,0,0,1,20170919,40.8498896,-73.0862647,"Suffolk County, NY",40.9146885,-73.1176369,"Suffolk County, NY","LINESTRING(-73.0862647 40.8498896, -73.1176369 40.9146885)"
7208091,361190089011011,360810799001002,1,0,0,1,0,1,0,1,0,0,20170919,40.7476672,-73.8274843,"Queens County, NY",41.0471535,-73.7683808,"Westchester County, NY","LINESTRING(-73.8274843 40.7476672, -73.7683808 41.0471535)"
3687450,360610083003002,360811333003002,1,0,1,0,0,0,1,0,0,1,20170919,40.7300984,-73.7821045,"Queens County, NY",40.7425575,-74.0060562,"New York County, NY","LINESTRING(-73.7821045 40.7300984, -74.0060562 40.7425575)"
5929536,360850074002000,360850208033020,1,0,1,0,0,1,0,0,0,1,20170919,40.5268821,-74.2019402,"Richmond County, NY",40.5983552,-74.064263,"Richmond County, NY","LINESTRING(-74.2019402 40.5268821, -74.064263 40.5983552)"
2564376,360594049015009,360593024005020,1,1,0,0,0,0,1,0,0,1,20170919,40.7659958,-73.6462523,"Nassau County, NY",40.6966914,-73.7175636,"Nassau County, NY","LINESTRING(-73.6462523 40.7659958, -73.7175636 40.6966914)"
3756539,360610091001001,360810155002000,1,0,1,0,0,0,1,0,0,1,20170919,40.7627939,-73.9164399,"Queens County, NY",40.744656,-73.9934526,"New York County, NY","LINESTRING(-73.9164399 40.7627939, -73.9934526 40.744656)"
7091832,361190021013011,360595200024012,1,0,1,0,0,1,0,0,0,1,20170919,40.7359094,-73.4758398,"Nassau County, NY",40.9639313,-73.8405682,"Westchester County, NY","LINESTRING(-73.4758398 40.7359094, -73.8405682 40.9639313)"
6519311,361031352091016,361031456022017,1,0,1,0,1,0,0,1,0,0,20170919,40.7898557,-73.2482569,"Suffolk County, NY",40.8214959,-73.2555717,"Suffolk County, NY","LINESTRING(-73.2482569 40.7898557, -73.2555717 40.8214959)"
1790950,360470500003000,360594142023007,1,0,1,0,1,0,0,0,0,1,20170919,40.663506,-73.5804563,"Nassau County, NY",40.6466983,-73.9755678,"Kings County, NY","LINESTRING(-73.5804563 40.663506, -73.9755678 40.6466983)"
2672958,360594082007000,360594156004007,1,0,0,1,1,0,0,0,0,1,20170919,40.6766407,-73.5173811,"Nassau County, NY",40.7243359,-73.5639869,"Nassau County, NY","LINESTRING(-73.5173811 40.6766407, -73.5639869 40.7243359)"
6476956,361031242005001,361031467062017,1,0,0,1,0,0,1,0,0,1,20170919,40.7273519,-73.2926012,"Suffolk County, NY",40.6707806,-73.358008,"Suffolk County, NY","LINESTRING(-73.2926012 40.7273519, -73.358008 40.6707806)"
434467,360050399021000,360050147012001,1,0,1,0,0,1,0,0,1,0,20170919,40.8340619,-73.9047488,"Bronx County, NY",40.8609715,-73.8928067,"Bronx County, NY","LINESTRING(-73.9047488 40.8340619, -73.8928067 40.8609715)"
5545896,360810367002008,360594081003004,1,1,0,0,0,1,0,0,0,1,20170919,40.7047168,-73.550678,"Nassau County, NY",40.7620287,-73.8645277,"Queens County, NY","LINESTRING(-73.550678 40.7047168, -73.8645277 40.7620287)"
242139,360050061001000,360470730001006,1,1,0,0,1,0,0,0,0,1,20170919,40.626849,-73.9301629,"Kings County, NY",40.8252179,-73.9202975,"Bronx County, NY","LINESTRING(-73.9301629 40.626849, -73.9202975 40.8252179)"
3651145,360610082001001,361190016004010,1,1,0,0,0,1,0,0,0,1,20170919,40.9437751,-73.8800314,"Westchester County, NY",40.7528098,-73.98033,"New York County, NY","LINESTRING(-73.8800314 40.9437751, -73.98033 40.7528098)"
7274172,361190110002006,361190114002011,1,0,1,0,0,1,0,0,1,0,20170919,41.06532,-73.857602,"Westchester County, NY",41.0738737,-73.8231318,"Westchester County, NY","LINESTRING(-73.857602 41.06532, -73.8231318 41.0738737)"
1862100,360470570002000,360470862003002,1,0,1,0,0,0,1,0,0,1,20170919,40.6509889,-73.9297872,"Kings County, NY",40.598027,-73.9341459,"Kings County, NY","LINESTRING(-73.9297872 40.6509889, -73.9341459 40.598027)"
1949844,360470892003000,360471194002004,1,1,0,0,1,0,0,0,1,0,20170919,40.672426,-73.87895,"Kings County, NY",40.6622354,-73.920635,"Kings County, NY","LINESTRING(-73.87895 40.672426, -73.920635 40.6622354)"
3754420,360610091001000,360610106021000,1,0,1,0,0,0,1,0,0,1,20170919,40.761956,-73.9587971,"New York County, NY",40.7450942,-73.993066,"New York County, NY","LINESTRING(-73.9587971 40.761956, -73.993066 40.7450942)"
2701054,360594107006008,360593038004005,1,0,1,0,1,0,0,0,0,1,20170919,40.7538449,-73.6107354,"Nassau County, NY",40.6579071,-73.7000336,"Nassau County, NY","LINESTRING(-73.6107354 40.7538449, -73.7000336 40.6579071)"
2486995,360593028001000,360593029002004,2,0,1,1,0,0,2,0,1,1,20170919,40.7508023,-73.6836543,"Nassau County, NY",40.7554796,-73.6965589,"Nassau County, NY","LINESTRING(-73.6836543 40.7508023, -73.6965589 40.7554796)"
2633825,360594073011115,360594079004001,1,0,1,0,0,0,1,0,0,1,20170919,40.6985224,-73.5699206,"Nassau County, NY",40.7312593,-73.6086754,"Nassau County, NY","LINESTRING(-73.5699206 40.6985224, -73.6086754 40.7312593)"
2626033,360594073011012,360595197032003,2,1,1,0,0,2,0,0,1,1,20170919,40.7863123,-73.4911132,"Nassau County, NY",40.7433049,-73.6110154,"Nassau County, NY","LINESTRING(-73.4911132 40.7863123, -73.6110154 40.7433049)"
5461300,360810212001005,360810102001003,1,0,1,0,0,0,1,1,0,0,20170919,40.6773234,-73.8231173,"Queens County, NY",40.7014784,-73.8098179,"Queens County, NY","LINESTRING(-73.8231173 40.6773234, -73.8098179 40.7014784)"
6636237,361031466123008,361190072005007,1,0,1,0,0,0,1,1,0,0,20170919,40.9420605,-73.7433819,"Westchester County, NY",40.7860305,-73.0817442,"Suffolk County, NY","LINESTRING(-73.7433819 40.9420605, -73.0817442 40.7860305)"
6760718,361031586081000,361031583204016,1,0,0,1,1,0,0,0,1,0,20170919,40.8968907,-73.0111151,"Suffolk County, NY",40.8250876,-73.1094598,"Suffolk County, NY","LINESTRING(-73.0111151 40.8968907, -73.1094598 40.8250876)"
227087,360050035001003,360810169002011,1,0,1,0,1,0,0,1,0,0,20170919,40.7474665,-73.9164104,"Queens County, NY",40.8099871,-73.9097476,"Bronx County, NY","LINESTRING(-73.9164104 40.7474665, -73.9097476 40.8099871)"
4422424,360610137003004,360810181013002,1,1,0,0,0,0,1,0,0,1,20170919,40.7427762,-73.9249406,"Queens County, NY",40.7648256,-73.9814248,"New York County, NY","LINESTRING(-73.9249406 40.7427762, -73.9814248 40.7648256)"
3782654,360610092001009,360610169003000,3,0,3,0,0,0,3,0,0,3,20170919,40.7867291,-73.9737809,"New York County, NY",40.7526253,-73.9758766,"New York County, NY","LINESTRING(-73.9737809 40.7867291, -73.9758766 40.7526253)"
2792986,360594152011007,360594151025022,1,0,1,0,0,1,0,0,1,0,20170919,40.6524705,-73.5595746,"Nassau County, NY",40.6761049,-73.5567864,"Nassau County, NY","LINESTRING(-73.5595746 40.6524705, -73.5567864 40.6761049)"
6489600,361031349022008,361031466152007,1,0,1,0,0,1,0,0,0,1,20170919,40.7792157,-73.0487072,"Suffolk County, NY",40.8734641,-73.2022601,"Suffolk County, NY","LINESTRING(-73.0487072 40.7792157, -73.2022601 40.8734641)"
3441950,360610058001002,360470317022001,2,0,2,0,1,1,0,0,0,2,20170919,40.6704862,-73.951832,"Kings County, NY",40.7446314,-73.9900726,"New York County, NY","LINESTRING(-73.951832 40.6704862, -73.9900726 40.7446314)"
3171109,360610031001007,360470572001001,3,0,2,1,0,1,2,0,0,3,20170919,40.5953336,-73.936571,"Kings County, NY",40.7172185,-74.0022382,"New York County, NY","LINESTRING(-73.936571 40.5953336, -74.0022382 40.7172185)"
6660361,361031473004011,361031456051025,1,0,1,0,0,1,0,0,1,0,20170919,40.8006868,-73.2436967,"Suffolk County, NY",40.7341167,-73.2556824,"Suffolk County, NY","LINESTRING(-73.2436967 40.8006868, -73.2556824 40.7341167)"
2420936,360593009003021,360811447001007,1,0,0,1,0,0,1,0,0,1,20170919,40.757613,-73.7751217,"Queens County, NY",40.7600285,-73.6940562,"Nassau County, NY","LINESTRING(-73.7751217 40.757613, -73.6940562 40.7600285)"
4233701,360610116001006,360050456001001,1,0,1,0,0,0,1,0,0,1,20170919,40.8925278,-73.8354212,"Bronx County, NY",40.7625331,-73.9557917,"New York County, NY","LINESTRING(-73.8354212 40.8925278, -73.9557917 40.7625331)"
4574462,360610182002000,360811227013004,1,0,1,0,0,0,1,0,0,1,20170919,40.7291188,-73.8100468,"Queens County, NY",40.800585,-73.9412458,"New York County, NY","LINESTRING(-73.8100468 40.7291188, -73.9412458 40.800585)"
6466005,361031236001013,360610245001001,1,1,0,0,0,0,1,0,1,0,20170919,40.8377112,-73.9409855,"New York County, NY",40.6684078,-73.4123728,"Suffolk County, NY","LINESTRING(-73.9409855 40.8377112, -73.4123728 40.6684078)"
3542964,360610072005000,360594073021000,1,0,1,0,0,0,1,0,0,1,20170919,40.7148763,-73.5958961,"Nassau County, NY",40.7450882,-73.9796339,"New York County, NY","LINESTRING(-73.5958961 40.7148763, -73.9796339 40.7450882)"
2877552,360595187002004,360593025021029,1,0,1,0,0,0,1,0,1,0,20170919,40.7815919,-73.5865611,"Nassau County, NY",40.8102121,-73.4955559,"Nassau County, NY","LINESTRING(-73.5865611 40.7815919, -73.4955559 40.8102121)"
5840766,360811417005004,360810159001001,1,1,0,0,0,0,1,0,0,1,20170919,40.7568899,-73.9179359,"Queens County, NY",40.7408771,-73.7950279,"Queens County, NY","LINESTRING(-73.9179359 40.7568899, -73.7950279 40.7408771)"
2945767,360595204023012,360594092001008,1,0,1,0,0,0,1,0,0,1,20170919,40.7214159,-73.5062638,"Nassau County, NY",40.7270778,-73.4430129,"Nassau County, NY","LINESTRING(-73.5062638 40.7214159, -73.4430129 40.7270778)"
3063201,360610013001015,360610184002001,1,0,1,0,0,0,1,0,0,1,20170919,40.7999752,-73.9459115,"New York County, NY",40.709114,-74.0135713,"New York County, NY","LINESTRING(-73.9459115 40.7999752, -74.0135713 40.709114)"
7078813,361190012002006,360810277005001,1,0,1,0,0,1,0,1,0,0,20170919,40.7493143,-73.8780871,"Queens County, NY",40.9267013,-73.8937765,"Westchester County, NY","LINESTRING(-73.8780871 40.7493143, -73.8937765 40.9267013)"
4422704,360610137004000,360050307012000,1,0,0,1,0,1,0,0,0,1,20170919,40.89127,-73.9101339,"Bronx County, NY",40.7670229,-73.9804577,"New York County, NY","LINESTRING(-73.9101339 40.89127, -73.9804577 40.7670229)"
7111835,361190031001004,361190040001002,1,1,0,0,0,1,0,1,0,0,20170919,40.9162679,-73.828815,"Westchester County, NY",40.9106704,-73.835209,"Westchester County, NY","LINESTRING(-73.828815 40.9162679, -73.835209 40.9106704)"
6457084,361031234011012,361031581141029,1,0,1,0,0,0,1,1,0,0,20170919,40.8969673,-73.0670589,"Suffolk County, NY",40.7095856,-73.3994488,"Suffolk County, NY","LINESTRING(-73.0670589 40.8969673, -73.3994488 40.7095856)"
4036327,360610104001005,360610193003001,1,0,1,0,1,0,0,0,0,1,20170919,40.7992845,-73.9619265,"New York County, NY",40.7597946,-73.9792089,"New York County, NY","LINESTRING(-73.9619265 40.7992845, -73.9792089 40.7597946)"
3823125,360610094001006,360810019001052,2,0,2,0,0,0,2,0,0,2,20170919,40.7468227,-73.9406937,"Queens County, NY",40.7553798,-73.97845,"New York County, NY","LINESTRING(-73.9406937 40.7468227, -73.97845 40.7553798)"
3271899,360610037003004,360610111002002,1,1,0,0,1,0,0,0,0,1,20170919,40.7553242,-73.9978144,"New York County, NY",40.7259738,-74.0047997,"New York County, NY","LINESTRING(-73.9978144 40.7553242, -74.0047997 40.7259738)"
5426544,360810171001004,360470255001000,2,1,1,0,1,1,0,1,0,1,20170919,40.6984933,-73.9515061,"Kings County, NY",40.7517613,-73.929295,"Queens County, NY","LINESTRING(-73.9515061 40.6984933, -73.929295 40.7517613)"
5558654,360810439002010,360470565001009,1,1,0,0,0,1,0,0,0,1,20170919,40.7289836,-73.9556169,"Kings County, NY",40.7405635,-73.8531741,"Queens County, NY","LINESTRING(-73.9556169 40.7289836, -73.8531741 40.7405635)"
3699357,360610084002002,360050385003005,1,1,0,0,1,0,0,0,0,1,20170919,40.8546459,-73.8910927,"Bronx County, NY",40.7513296,-73.9845613,"New York County, NY","LINESTRING(-73.8910927 40.8546459, -73.9845613 40.7513296)"
5865431,360811579021006,360810040021003,1,0,0,1,1,0,0,0,0,1,20170919,40.6818642,-73.8422907,"Queens County, NY",40.7454347,-73.7127539,"Queens County, NY","LINESTRING(-73.8422907 40.6818642, -73.7127539 40.7454347)"
437679,360050405021000,360050217001003,1,0,1,0,0,0,1,0,0,1,20170919,40.845504,-73.9155102,"Bronx County, NY",40.8644074,-73.8901062,"Bronx County, NY","LINESTRING(-73.9155102 40.845504, -73.8901062 40.8644074)"
1829103,360470543001017,360470126003006,1,0,0,1,0,1,0,0,0,1,20170919,40.6323277,-74.0176052,"Kings County, NY",40.7003602,-73.9649732,"Kings County, NY","LINESTRING(-74.0176052 40.6323277, -73.9649732 40.7003602)"
1696797,360470337003001,360470806001000,1,0,1,0,0,0,1,0,0,1,20170919,40.66254,-73.9413969,"Kings County, NY",40.67003,-73.9457251,"Kings County, NY","LINESTRING(-73.9413969 40.66254, -73.9457251 40.67003)"
5840542,360811417005004,360470573001004,1,0,1,0,0,0,1,0,0,1,20170919,40.7277898,-73.947605,"Kings County, NY",40.7408771,-73.7950279,"Queens County, NY","LINESTRING(-73.947605 40.7277898, -73.7950279 40.7408771)"
1885162,360470616001004,360810469002001,1,0,1,0,0,0,1,0,0,1,20170919,40.7455383,-73.8768857,"Queens County, NY",40.5801872,-73.9358456,"Kings County, NY","LINESTRING(-73.8768857 40.7455383, -73.9358456 40.5801872)"
3264493,360610037002002,360870108013003,1,1,0,0,0,0,1,0,0,1,20170919,41.1558939,-74.0172237,"Rockland County, NY",40.7281332,-74.004252,"New York County, NY","LINESTRING(-74.0172237 41.1558939, -74.004252 40.7281332)"
254706,360050065004003,360470194002001,1,1,0,0,1,0,0,0,1,0,20170919,40.6244351,-74.0013378,"Kings County, NY",40.8173013,-73.9209956,"Bronx County, NY","LINESTRING(-74.0013378 40.6244351, -73.9209956 40.8173013)"
1722242,360470389001004,361031469023002,1,0,0,1,0,1,0,0,0,1,20170919,40.6886218,-73.2893278,"Suffolk County, NY",40.7002808,-73.9394562,"Kings County, NY","LINESTRING(-73.2893278 40.6886218, -73.9394562 40.7002808)"
3901969,360610099001003,360050364002000,1,0,1,0,1,0,0,0,0,1,20170919,40.8751645,-73.847977,"Bronx County, NY",40.7577195,-74.0024316,"New York County, NY","LINESTRING(-73.847977 40.8751645, -74.0024316 40.7577195)"
3246479,360610033003009,360470098003000,1,0,0,1,1,0,0,0,0,1,20170919,40.6428306,-74.0073059,"Kings County, NY",40.7213757,-74.0055302,"New York County, NY","LINESTRING(-74.0073059 40.6428306, -74.0055302 40.7213757)"
1872589,360470589001001,360810002001000,1,0,1,0,0,0,1,0,0,1,20170919,40.6949516,-73.8655693,"Queens County, NY",40.7280382,-73.9354387,"Kings County, NY","LINESTRING(-73.8655693 40.6949516, -73.9354387 40.7280382)"
3641377,360610082001000,360470275002002,1,0,0,1,0,1,0,0,0,1,20170919,40.6840966,-73.9397132,"Kings County, NY",40.752131,-73.9787223,"New York County, NY","LINESTRING(-73.9397132 40.6840966, -73.9787223 40.752131)"
1690354,360470321001001,360610285004000,1,0,1,0,0,1,0,0,0,1,20170919,40.8614299,-73.9285105,"New York County, NY",40.6685939,-73.9520105,"Kings County, NY","LINESTRING(-73.9285105 40.8614299, -73.9520105 40.6685939)"
5716959,360810799001004,360470423002002,1,0,1,0,0,0,1,0,0,1,20170919,40.6999609,-73.9264312,"Kings County, NY",40.7472115,-73.8251876,"Queens County, NY","LINESTRING(-73.9264312 40.6999609, -73.8251876 40.7472115)"
3795395,360610092001015,360810713042000,1,0,1,0,0,0,1,0,0,1,20170919,40.7292523,-73.8504935,"Queens County, NY",40.7527161,-73.974074,"New York County, NY","LINESTRING(-73.8504935 40.7292523, -73.974074 40.7527161)"
1663310,360470265003001,360470906001001,2,0,2,0,0,2,0,0,0,2,20170919,40.6705248,-73.9095215,"Kings County, NY",40.686375,-73.9459657,"Kings County, NY","LINESTRING(-73.9095215 40.6705248, -73.9459657 40.686375)"
2838858,360595180001006,360594126001021,1,1,0,0,0,1,0,0,0,1,20170919,40.6812415,-73.6301175,"Nassau County, NY",40.8766711,-73.533454,"Nassau County, NY","LINESTRING(-73.6301175 40.6812415, -73.533454 40.8766711)"
5483604,360810255001003,360810309023000,1,1,0,0,1,0,0,0,1,0,20170919,40.7576231,-73.8937968,"Queens County, NY",40.7525604,-73.9087787,"Queens County, NY","LINESTRING(-73.8937968 40.7576231, -73.9087787 40.7525604)"
3871116,360610096001003,360594049022001,1,0,1,0,0,0,1,0,0,1,20170919,40.7069242,-73.7171988,"Nassau County, NY",40.7570255,-73.9804137,"New York County, NY","LINESTRING(-73.7171988 40.7069242, -73.9804137 40.7570255)"
1765324,360470464001000,360470387004000,1,1,0,0,1,0,0,0,1,0,20170919,40.6920292,-73.9293731,"Kings County, NY",40.6274339,-73.9774608,"Kings County, NY","LINESTRING(-73.9293731 40.6920292, -73.9774608 40.6274339)"
5691778,360810717013002,360471196001001,1,0,1,0,1,0,0,0,1,0,20170919,40.6780419,-73.8746046,"Kings County, NY",40.7311969,-73.8635407,"Queens County, NY","LINESTRING(-73.8746046 40.6780419, -73.8635407 40.7311969)"
1522908,360470065006000,360810593002007,1,0,1,0,0,1,0,0,0,1,20170919,40.709652,-73.900577,"Queens County, NY",40.6777765,-73.9992359,"Kings County, NY","LINESTRING(-73.900577 40.709652, -73.9992359 40.6777765)"
4600822,360610203001001,360610060002005,1,0,1,0,0,0,1,0,0,1,20170919,40.7340914,-73.9772799,"New York County, NY",40.8102725,-73.9603933,"New York County, NY","LINESTRING(-73.9772799 40.7340914, -73.9603933 40.8102725)"
6601129,361031464021024,361031457032018,1,0,1,0,0,0,1,0,1,0,20170919,40.7875053,-73.2158569,"Suffolk County, NY",40.7677309,-73.1758227,"Suffolk County, NY","LINESTRING(-73.2158569 40.7875053, -73.1758227 40.7677309)"
1459711,360470021001009,360610055022010,1,0,1,0,0,0,1,0,0,1,20170919,40.7248071,-73.9928261,"New York County, NY",40.7028779,-73.9901459,"Kings County, NY","LINESTRING(-73.9928261 40.7248071, -73.9901459 40.7028779)"
4333617,360610125001008,360470195004000,1,0,1,0,0,0,1,0,0,1,20170919,40.6923405,-73.9691633,"Kings County, NY",40.7590011,-73.9850122,"New York County, NY","LINESTRING(-73.9691633 40.6923405, -73.9850122 40.7590011)"
1865247,360470576001000,360470556001001,1,0,0,1,0,1,0,0,1,0,20170919,40.6044854,-73.9588929,"Kings County, NY",40.6010883,-73.9463641,"Kings County, NY","LINESTRING(-73.9588929 40.6044854, -73.9463641 40.6010883)"
3606085,360610077004000,360610113001004,1,0,1,0,0,0,1,0,0,1,20170919,40.7550407,-73.9895338,"New York County, NY",40.7382227,-74.00397,"New York County, NY","LINESTRING(-73.9895338 40.7550407, -74.00397 40.7382227)"
7239455,361190095002005,360593010001003,1,0,0,1,0,1,0,1,0,0,20170919,40.8460913,-73.6740253,"Nassau County, NY",41.0206522,-73.7585893,"Westchester County, NY","LINESTRING(-73.6740253 40.8460913, -73.7585893 41.0206522)"
4050918,360610108001000,360610056002001,2,0,2,0,2,0,0,0,0,2,20170919,40.7404206,-73.9879318,"New York County, NY",40.7596319,-73.9629874,"New York County, NY","LINESTRING(-73.9879318 40.7404206, -73.9629874 40.7596319)"
4162520,360610112032002,360593014002021,1,0,0,1,0,0,1,0,0,1,20170919,40.8195345,-73.6780909,"Nassau County, NY",40.760931,-73.9701867,"New York County, NY","LINESTRING(-73.6780909 40.8195345, -73.9701867 40.760931)"
5928183,360850070001005,360850277063001,1,0,1,0,0,1,0,0,0,1,20170919,40.587811,-74.1635276,"Richmond County, NY",40.5864329,-74.0802094,"Richmond County, NY","LINESTRING(-74.1635276 40.587811, -74.0802094 40.5864329)"
3022942,360610009001002,360610194004000,1,0,1,0,0,1,0,0,0,1,20170919,40.8022274,-73.9353995,"New York County, NY",40.7058535,-74.0126823,"New York County, NY","LINESTRING(-73.9353995 40.8022274, -74.0126823 40.7058535)"
283167,360050096002021,360050407011000,1,0,1,0,1,0,0,0,0,1,20170919,40.8713532,-73.8919031,"Bronx County, NY",40.8375426,-73.8439796,"Bronx County, NY","LINESTRING(-73.8919031 40.8713532, -73.8439796 40.8375426)"
7286033,361190112004025,361190007011002,1,1,0,0,1,0,0,0,0,1,20170919,40.9505581,-73.8939056,"Westchester County, NY",41.0570932,-73.8226134,"Westchester County, NY","LINESTRING(-73.8939056 40.9505581, -73.8226134 41.0570932)"
4630453,360610222001001,360050462016000,1,0,0,1,0,0,1,0,0,1,20170919,40.8714641,-73.8254453,"Bronx County, NY",40.809233,-73.9499961,"New York County, NY","LINESTRING(-73.8254453 40.8714641, -73.9499961 40.809233)"
4163558,360610113001000,360470347003001,1,0,1,0,0,1,0,0,0,1,20170919,40.6718423,-73.929441,"Kings County, NY",40.7549715,-73.9854353,"New York County, NY","LINESTRING(-73.929441 40.6718423, -73.9854353 40.7549715)"
1498841,360470039003001,361031226021031,1,0,0,1,0,0,1,0,0,1,20170919,40.7442635,-73.3417429,"Suffolk County, NY",40.683907,-73.9801517,"Kings County, NY","LINESTRING(-73.3417429 40.7442635, -73.9801517 40.683907)"
2649420,360594073011169,361031227061014,1,1,0,0,1,0,0,0,0,1,20170919,40.7683958,-73.3255958,"Suffolk County, NY",40.7159439,-73.6015584,"Nassau County, NY","LINESTRING(-73.3255958 40.7683958, -73.6015584 40.7159439)"
4232894,360610116001006,360050173002001,1,0,0,1,0,0,1,0,0,1,20170919,40.8275971,-73.9165901,"Bronx County, NY",40.7625331,-73.9557917,"New York County, NY","LINESTRING(-73.9165901 40.8275971, -73.9557917 40.7625331)"
5962745,360850201001008,361190013033000,1,0,1,0,1,0,0,0,1,0,20170919,40.9108131,-73.8941972,"Westchester County, NY",40.6266375,-74.135676,"Richmond County, NY","LINESTRING(-73.8941972 40.9108131, -74.135676 40.6266375)"
3990054,360610102001006,360470058002000,1,1,0,0,0,0,1,0,0,1,20170919,40.6185805,-74.0315674,"Kings County, NY",40.7590862,-73.973646,"New York County, NY","LINESTRING(-74.0315674 40.6185805, -73.973646 40.7590862)"
