,w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,origin_lat,origin_lon,origin_county,dest_lat,dest_lon,dest_county,linestring
1736336,360470426003000,360810769012002,1,1,0,0,1,0,0,0,1,0,20170919,40.7177233,-73.8377699,"Queens County, NY",40.6067401,-73.9818832,"Kings County, NY","LINESTRING(-73.8377699 40.7177233, -73.9818832 40.6067401)"
239616,360050052001005,360595173012009,1,0,1,0,0,0,1,0,0,1,20170919,40.8617171,-73.6196802,"Nassau County, NY",40.8245881,-73.8811039,"Bronx County, NY","LINESTRING(-73.6196802 40.8617171, -73.8811039 40.8245881)"
6330825,361031117043011,360595184002009,1,0,1,0,0,1,0,0,1,0,20170919,40.8231659,-73.4871161,"Nassau County, NY",40.8664808,-73.3207317,"Suffolk County, NY","LINESTRING(-73.4871161 40.8231659, -73.3207317 40.8664808)"
6627204,361031466072000,361031227063000,1,0,0,1,1,0,0,0,0,1,20170919,40.7777978,-73.3219773,"Suffolk County, NY",40.7824392,-73.0940735,"Suffolk County, NY","LINESTRING(-73.3219773 40.7777978, -73.0940735 40.7824392)"
5582671,360810479002006,360810479001007,1,0,1,0,0,1,0,0,0,1,20170919,40.7353861,-73.8864843,"Queens County, NY",40.7360406,-73.884326,"Queens County, NY","LINESTRING(-73.8864843 40.7353861, -73.884326 40.7360406)"
5736452,360810853003000,360470186002000,1,0,1,0,1,0,0,0,0,1,20170919,40.6168686,-74.0056248,"Kings County, NY",40.7553468,-73.8266429,"Queens County, NY","LINESTRING(-74.0056248 40.6168686, -73.8266429 40.7553468)"
4348792,360610128001002,360811033001007,1,0,1,0,1,0,0,0,0,1,20170919,40.7808489,-73.8131538,"Queens County, NY",40.7717183,-73.9602135,"New York County, NY","LINESTRING(-73.8131538 40.7808489, -73.9602135 40.7717183)"
4075544,360610109001003,360810113001001,1,0,1,0,0,0,1,0,0,1,20170919,40.7773972,-73.910079,"Queens County, NY",40.7531852,-73.9908863,"New York County, NY","LINESTRING(-73.910079 40.7773972, -73.9908863 40.7531852)"
4327523,360610125001006,360610293005000,1,0,1,0,0,0,1,0,0,1,20170919,40.8649545,-73.920623,"New York County, NY",40.7589302,-73.982991,"New York County, NY","LINESTRING(-73.920623 40.8649545, -73.982991 40.7589302)"
3856671,360610095002001,360050235023001,1,0,1,0,0,1,0,0,0,1,20170919,40.851188,-73.903568,"Bronx County, NY",40.7481444,-73.9945509,"New York County, NY","LINESTRING(-73.903568 40.851188, -73.9945509 40.7481444)"
4558685,360610171004000,360050121021001,1,1,0,0,0,1,0,0,0,1,20170919,40.8258603,-73.888271,"Bronx County, NY",40.7884888,-73.9800052,"New York County, NY","LINESTRING(-73.888271 40.8258603, -73.9800052 40.7884888)"
6051087,360870119012011,360870119013001,1,0,0,1,0,0,1,0,0,1,20170919,41.1119828,-74.1413819,"Rockland County, NY",41.1081126,-74.1496111,"Rockland County, NY","LINESTRING(-74.1413819 41.1119828, -74.1496111 41.1081126)"
4432752,360610137005001,360810479003000,1,0,1,0,0,1,0,0,0,1,20170919,40.7350744,-73.8811404,"Queens County, NY",40.7655416,-73.9810945,"New York County, NY","LINESTRING(-73.8811404 40.7350744, -73.9810945 40.7655416)"
3614039,360610079003002,360470510012001,1,0,1,0,0,0,1,0,0,1,20170919,40.6466298,-73.9598381,"Kings County, NY",40.7378452,-74.0073291,"New York County, NY","LINESTRING(-73.9598381 40.6466298, -74.0073291 40.7378452)"
5339945,360810019001066,361031224031018,1,0,1,0,0,1,0,0,0,1,20170919,40.7560958,-73.3829234,"Suffolk County, NY",40.7463225,-73.9435059,"Queens County, NY","LINESTRING(-73.3829234 40.7560958, -73.9435059 40.7463225)"
4394263,360610131002005,360050237033001,1,1,0,0,0,1,0,0,0,1,20170919,40.8585539,-73.9010516,"Bronx County, NY",40.7628498,-73.982568,"New York County, NY","LINESTRING(-73.9010516 40.8585539, -73.982568 40.7628498)"
2430113,360593011022002,360811571015004,1,1,0,0,0,0,1,1,0,0,20170919,40.7398311,-73.7205578,"Queens County, NY",40.8431305,-73.700058,"Nassau County, NY","LINESTRING(-73.7205578 40.7398311, -73.700058 40.8431305)"
5867584,360811621001003,360470220004002,1,0,1,0,0,0,1,0,0,1,20170919,40.6367809,-73.9958117,"Kings County, NY",40.7318636,-73.7320855,"Queens County, NY","LINESTRING(-73.9958117 40.6367809, -73.7320855 40.7318636)"
1491598,360470037001012,360050375043005,1,0,1,0,0,0,1,0,1,0,20170919,40.8476598,-73.8931405,"Bronx County, NY",40.6897456,-73.9870177,"Kings County, NY","LINESTRING(-73.8931405 40.8476598, -73.9870177 40.6897456)"
2602368,360594067013000,360594122001006,1,0,1,0,0,1,0,0,0,1,20170919,40.6374341,-73.6627739,"Nassau County, NY",40.7086103,-73.6282587,"Nassau County, NY","LINESTRING(-73.6627739 40.6374341, -73.6282587 40.7086103)"
6583410,361031458042008,361031466043020,1,0,1,0,0,0,1,0,0,1,20170919,40.7904361,-73.1267087,"Suffolk County, NY",40.8131554,-73.1894098,"Suffolk County, NY","LINESTRING(-73.1267087 40.7904361, -73.1894098 40.8131554)"
3117057,360610016003001,360470198002003,1,0,1,0,1,0,0,0,0,1,20170919,40.6176386,-74.0084078,"Kings County, NY",40.716051,-73.9935492,"New York County, NY","LINESTRING(-74.0084078 40.6176386, -73.9935492 40.716051)"
5795995,360811032024002,360471010001001,1,0,1,0,0,0,1,0,0,1,20170919,40.6371254,-73.8955201,"Kings County, NY",40.6040858,-73.7501685,"Queens County, NY","LINESTRING(-73.8955201 40.6371254, -73.7501685 40.6040858)"
3817304,360610094001004,361031585051033,1,1,0,0,0,0,1,0,0,1,20170919,40.8556471,-73.1187559,"Suffolk County, NY",40.755477,-73.976738,"New York County, NY","LINESTRING(-73.1187559 40.8556471, -73.976738 40.755477)"
5579340,360810473002005,360470295004000,1,0,1,0,1,0,0,0,1,0,20170919,40.6854971,-73.9340556,"Kings County, NY",40.735743,-73.8742954,"Queens County, NY","LINESTRING(-73.9340556 40.6854971, -73.8742954 40.735743)"
1833501,360470546002001,360594164021008,1,0,0,1,0,0,1,0,0,1,20170919,40.5853051,-73.6900106,"Nassau County, NY",40.6121636,-73.9544403,"Kings County, NY","LINESTRING(-73.6900106 40.5853051, -73.9544403 40.6121636)"
5822697,360811265002004,360810071003001,1,1,0,0,0,1,0,0,1,0,20170919,40.7692951,-73.923987,"Queens County, NY",40.7193036,-73.8083477,"Queens County, NY","LINESTRING(-73.923987 40.7692951, -73.8083477 40.7193036)"
1828047,360470542002000,360470174002000,1,1,0,0,0,1,0,0,0,1,20170919,40.6057206,-74.0111755,"Kings County, NY",40.6139295,-73.9626101,"Kings County, NY","LINESTRING(-74.0111755 40.6057206, -73.9626101 40.6139295)"
5326987,360810019001000,360050265002000,1,0,1,0,0,1,0,0,0,1,20170919,40.8659514,-73.9022737,"Bronx County, NY",40.7538932,-73.9480599,"Queens County, NY","LINESTRING(-73.9022737 40.8659514, -73.9480599 40.7538932)"
5561989,360810444003011,360470171001000,1,0,1,0,0,0,1,0,1,0,20170919,40.65899,-73.9765846,"Kings County, NY",40.7052653,-73.7799843,"Queens County, NY","LINESTRING(-73.9765846 40.65899, -73.7799843 40.7052653)"
2778247,360594143041000,360593027003003,1,0,1,0,0,0,1,0,0,1,20170919,40.736648,-73.6969549,"Nassau County, NY",40.653436,-73.5804059,"Nassau County, NY","LINESTRING(-73.6969549 40.736648, -73.5804059 40.653436)"
1660995,360470261001000,360470828003002,1,0,1,0,0,1,0,0,0,1,20170919,40.6419472,-73.9510355,"Kings County, NY",40.6940271,-73.9445877,"Kings County, NY","LINESTRING(-73.9510355 40.6419472, -73.9445877 40.6940271)"
1523957,360470067001000,361031582072019,1,0,1,0,0,0,1,0,0,1,20170919,40.9522454,-73.0502617,"Suffolk County, NY",40.6847476,-73.9953169,"Kings County, NY","LINESTRING(-73.0502617 40.9522454, -73.9953169 40.6847476)"
2937759,360595200024013,361031242005017,1,0,1,0,0,0,1,0,1,0,20170919,40.6681073,-73.3615032,"Suffolk County, NY",40.7372687,-73.477886,"Nassau County, NY","LINESTRING(-73.3615032 40.6681073, -73.477886 40.7372687)"
1541753,360470106001002,360810156002003,1,1,0,0,0,1,0,0,0,1,20170919,40.6896916,-73.8229031,"Queens County, NY",40.6379308,-74.0052303,"Kings County, NY","LINESTRING(-73.8229031 40.6896916, -74.0052303 40.6379308)"
5929471,360850074001004,361190126001022,1,0,1,0,0,0,1,0,0,1,20170919,41.2338859,-73.6480414,"Westchester County, NY",40.596157,-74.0696213,"Richmond County, NY","LINESTRING(-73.6480414 41.2338859, -74.0696213 40.596157)"
4662893,360610255001004,360610147001001,1,0,1,0,0,0,1,0,0,1,20170919,40.7713286,-73.9887955,"New York County, NY",40.842139,-73.9446813,"New York County, NY","LINESTRING(-73.9887955 40.7713286, -73.9446813 40.842139)"
4249609,360610119001001,360470796021000,1,0,1,0,0,0,1,0,0,1,20170919,40.6543135,-73.957903,"Kings County, NY",40.7570381,-73.9843111,"New York County, NY","LINESTRING(-73.957903 40.6543135, -73.9843111 40.7570381)"
2659601,360594077002005,360594166006005,1,1,0,0,0,0,1,0,0,1,20170919,40.5864382,-73.6798238,"Nassau County, NY",40.7392705,-73.5687011,"Nassau County, NY","LINESTRING(-73.6798238 40.5864382, -73.5687011 40.7392705)"
4071803,360610109001003,360050345002003,1,0,0,1,0,0,1,0,0,1,20170919,40.903908,-73.8979032,"Bronx County, NY",40.7531852,-73.9908863,"New York County, NY","LINESTRING(-73.8979032 40.903908, -73.9908863 40.7531852)"
2979807,360610007001004,360470600005002,1,0,0,1,1,0,0,0,0,1,20170919,40.5878047,-73.9519057,"Kings County, NY",40.7070528,-74.0077098,"New York County, NY","LINESTRING(-73.9519057 40.5878047, -74.0077098 40.7070528)"
5464825,360810216001011,360811010011001,1,0,0,1,0,1,0,0,0,1,20170919,40.6004148,-73.7516013,"Queens County, NY",40.7129278,-73.8256539,"Queens County, NY","LINESTRING(-73.7516013 40.6004148, -73.8256539 40.7129278)"
3607294,360610078001001,360610219001000,1,0,1,0,0,1,0,0,0,1,20170919,40.8190901,-73.9576748,"New York County, NY",40.7483728,-73.9756287,"New York County, NY","LINESTRING(-73.9576748 40.8190901, -73.9756287 40.7483728)"
4170604,360610113001003,360810271002001,1,0,1,0,0,1,0,0,0,1,20170919,40.7463195,-73.8786566,"Queens County, NY",40.7556595,-73.9890839,"New York County, NY","LINESTRING(-73.8786566 40.7463195, -73.9890839 40.7556595)"
5737688,360810859002002,360810113001001,1,0,1,0,0,1,0,0,0,1,20170919,40.7773972,-73.910079,"Queens County, NY",40.7549482,-73.821843,"Queens County, NY","LINESTRING(-73.910079 40.7773972, -73.821843 40.7549482)"
1783850,360470491003003,360470106001002,1,0,0,1,1,0,0,0,0,1,20170919,40.6379308,-74.0052303,"Kings County, NY",40.7026199,-73.9432999,"Kings County, NY","LINESTRING(-74.0052303 40.6379308, -73.9432999 40.7026199)"
1894402,360470666001002,360810998021006,1,0,1,0,0,0,1,0,0,1,20170919,40.5943883,-73.7631114,"Queens County, NY",40.6058857,-73.9345098,"Kings County, NY","LINESTRING(-73.7631114 40.5943883, -73.9345098 40.6058857)"
3729466,360610088001002,360470269001000,1,0,0,1,0,0,1,0,0,1,20170919,40.682304,-73.9422572,"Kings County, NY",40.7499612,-73.9735697,"New York County, NY","LINESTRING(-73.9422572 40.682304, -73.9735697 40.7499612)"
1871554,360470588001004,360470424002001,1,0,1,0,0,1,0,0,0,1,20170919,40.6072695,-73.9771063,"Kings County, NY",40.5905803,-73.960097,"Kings County, NY","LINESTRING(-73.9771063 40.6072695, -73.960097 40.5905803)"
3225093,360610033002001,360470232002002,1,0,1,0,0,1,0,0,0,1,20170919,40.6363196,-73.988978,"Kings County, NY",40.720019,-74.0046633,"New York County, NY","LINESTRING(-73.988978 40.6363196, -74.0046633 40.720019)"
5610844,360810553002002,361031115032017,1,0,1,0,1,0,0,0,0,1,20170919,40.8533377,-73.36495,"Suffolk County, NY",40.6992053,-73.9083649,"Queens County, NY","LINESTRING(-73.36495 40.8533377, -73.9083649 40.6992053)"
3296865,360610040006000,360810261003001,1,1,0,0,0,0,1,0,0,1,20170919,40.7477025,-73.8997594,"Queens County, NY",40.7315047,-73.9840027,"New York County, NY","LINESTRING(-73.8997594 40.7477025, -73.9840027 40.7315047)"
3382658,360610052002006,360470375001000,1,1,0,0,1,0,0,0,0,1,20170919,40.6862886,-73.9190326,"Kings County, NY",40.7359509,-73.9924173,"New York County, NY","LINESTRING(-73.9190326 40.6862886, -73.9924173 40.7359509)"
3963590,360610101001006,360470656002002,1,1,0,0,0,0,1,0,0,1,20170919,40.6119559,-73.9344421,"Kings County, NY",40.7481876,-73.9908177,"New York County, NY","LINESTRING(-73.9344421 40.6119559, -73.9908177 40.7481876)"
4264118,360610119001004,360610072002000,2,0,2,0,0,0,2,0,0,2,20170919,40.7464295,-73.9807889,"New York County, NY",40.7563765,-73.9846912,"New York County, NY","LINESTRING(-73.9807889 40.7464295, -73.9846912 40.7563765)"
2945410,360595204023005,361031473005011,1,1,0,0,1,0,0,0,0,1,20170919,40.7241013,-73.2448505,"Suffolk County, NY",40.7292459,-73.4461141,"Nassau County, NY","LINESTRING(-73.2448505 40.7241013, -73.4461141 40.7292459)"
253878,360050065004003,360050083003001,1,1,0,0,1,0,0,0,0,1,20170919,40.8138192,-73.9030193,"Bronx County, NY",40.8173013,-73.9209956,"Bronx County, NY","LINESTRING(-73.9030193 40.8138192, -73.9209956 40.8173013)"
2816663,360594167015003,360810454002003,1,0,1,0,1,0,0,0,0,1,20170919,40.715037,-73.7957181,"Queens County, NY",40.5889974,-73.6568118,"Nassau County, NY","LINESTRING(-73.7957181 40.715037, -73.6568118 40.5889974)"
2528807,360593037005009,360594169002014,1,0,1,0,0,0,1,0,0,1,20170919,40.5870842,-73.6277537,"Nassau County, NY",40.7424231,-73.6258563,"Nassau County, NY","LINESTRING(-73.6277537 40.5870842, -73.6258563 40.7424231)"
3365956,360610052001002,360810249002001,1,1,0,0,0,0,1,0,0,1,20170919,40.7421476,-73.9064048,"Queens County, NY",40.7377989,-73.9891998,"New York County, NY","LINESTRING(-73.9064048 40.7421476, -73.9891998 40.7377989)"
2833957,360595177051024,360594133007006,1,0,1,0,0,0,1,0,0,1,20170919,40.6345152,-73.6386127,"Nassau County, NY",40.7919064,-73.5818923,"Nassau County, NY","LINESTRING(-73.6386127 40.6345152, -73.5818923 40.7919064)"
4344987,360610127002001,360610022011000,1,0,0,1,0,0,1,0,0,1,20170919,40.7202133,-73.9820529,"New York County, NY",40.7606979,-73.9891211,"New York County, NY","LINESTRING(-73.9820529 40.7202133, -73.9891211 40.7606979)"
3052197,360610012002005,360610309001000,1,0,0,1,0,1,0,0,0,1,20170919,40.8772176,-73.9084798,"New York County, NY",40.7151664,-73.9822561,"New York County, NY","LINESTRING(-73.9084798 40.8772176, -73.9822561 40.7151664)"
1994572,360471176011001,360810694002001,1,0,0,1,0,0,1,0,0,1,20170919,40.6567002,-73.7501711,"Queens County, NY",40.6864595,-73.8782779,"Kings County, NY","LINESTRING(-73.7501711 40.6567002, -73.8782779 40.6864595)"
2763309,360594133004006,360594133003006,1,1,0,0,0,1,0,0,0,1,20170919,40.6438206,-73.6329661,"Nassau County, NY",40.6400093,-73.632893,"Nassau County, NY","LINESTRING(-73.6329661 40.6438206, -73.632893 40.6400093)"
3649378,360610082001001,360810115002000,1,1,0,0,1,0,0,0,0,1,20170919,40.7764868,-73.912747,"Queens County, NY",40.7528098,-73.98033,"New York County, NY","LINESTRING(-73.912747 40.7764868, -73.98033 40.7528098)"
2747243,360594124005010,360594105002009,1,0,0,1,0,0,1,0,0,1,20170919,40.6592766,-73.6924944,"Nassau County, NY",40.6598789,-73.6444775,"Nassau County, NY","LINESTRING(-73.6924944 40.6592766, -73.6444775 40.6598789)"
6509041,361031352011001,361031461062002,1,1,0,0,1,0,0,0,1,0,20170919,40.7649268,-73.2416198,"Suffolk County, NY",40.8457966,-73.2625089,"Suffolk County, NY","LINESTRING(-73.2416198 40.7649268, -73.2625089 40.8457966)"
4578136,360610185002000,360870122023002,1,0,1,0,0,1,0,0,1,0,20170919,41.1244358,-74.0375227,"Rockland County, NY",40.7950993,-73.9677482,"New York County, NY","LINESTRING(-74.0375227 41.1244358, -73.9677482 40.7950993)"
5561877,360810444003007,360810616021003,1,0,1,0,0,1,0,1,0,0,20170919,40.6794623,-73.7271135,"Queens County, NY",40.7056618,-73.7817592,"Queens County, NY","LINESTRING(-73.7271135 40.6794623, -73.7817592 40.7056618)"
3362487,360610052001000,360810119002001,1,0,1,0,0,1,0,0,0,1,20170919,40.770696,-73.9053441,"Queens County, NY",40.7390715,-73.988591,"New York County, NY","LINESTRING(-73.9053441 40.770696, -73.988591 40.7390715)"
7131027,361190050022027,361190004024002,1,1,0,0,0,1,0,0,1,0,20170919,40.9460552,-73.8982534,"Westchester County, NY",40.9726903,-73.8049278,"Westchester County, NY","LINESTRING(-73.8982534 40.9460552, -73.8049278 40.9726903)"
459492,360050431008001,361190058002005,1,0,0,1,1,0,0,0,0,1,20170919,40.902567,-73.7862268,"Westchester County, NY",40.8811823,-73.8769438,"Bronx County, NY","LINESTRING(-73.7862268 40.902567, -73.8769438 40.8811823)"
5737496,360810857002001,360810123013005,1,0,1,0,0,0,1,0,0,1,20170919,40.7727838,-73.8987993,"Queens County, NY",40.7573006,-73.8235605,"Queens County, NY","LINESTRING(-73.8987993 40.7727838, -73.8235605 40.7573006)"
3888707,360610096001007,360594156005011,1,1,0,0,0,0,1,0,1,0,20170919,40.6794124,-73.5116161,"Nassau County, NY",40.7544986,-73.9822564,"New York County, NY","LINESTRING(-73.5116161 40.6794124, -73.9822564 40.7544986)"
2415502,360593009001004,361031243004016,1,0,1,0,0,0,1,0,1,0,20170919,40.7031685,-73.3571609,"Suffolk County, NY",40.7757785,-73.7074408,"Nassau County, NY","LINESTRING(-73.3571609 40.7031685, -73.7074408 40.7757785)"
3667940,360610082001007,360470267004000,1,0,1,0,1,0,0,0,0,1,20170919,40.6830371,-73.9424015,"Kings County, NY",40.7509303,-73.9816982,"New York County, NY","LINESTRING(-73.9424015 40.6830371, -73.9816982 40.7509303)"
7071002,361190007021000,361190021011001,1,1,0,0,1,0,0,0,0,1,20170919,40.9853211,-73.8296673,"Westchester County, NY",40.9734921,-73.887238,"Westchester County, NY","LINESTRING(-73.8296673 40.9853211, -73.887238 40.9734921)"
1636228,360470228003000,360470148001002,1,0,0,1,0,0,1,0,0,1,20170919,40.6172908,-74.0123545,"Kings County, NY",40.640032,-73.9815309,"Kings County, NY","LINESTRING(-74.0123545 40.6172908, -73.9815309 40.640032)"
6310583,361031108032030,361031116011017,1,1,0,0,1,0,0,0,0,1,20170919,40.8902054,-73.3291607,"Suffolk County, NY",40.900726,-73.3263702,"Suffolk County, NY","LINESTRING(-73.3291607 40.8902054, -73.3263702 40.900726)"
338015,360050228002001,360050205012001,1,0,1,0,0,1,0,0,0,1,20170919,40.846349,-73.9223885,"Bronx County, NY",40.8555768,-73.8633646,"Bronx County, NY","LINESTRING(-73.9223885 40.846349, -73.8633646 40.8555768)"
3246580,360610033003009,360470180002000,1,0,0,1,1,0,0,0,0,1,20170919,40.6079946,-74.0061513,"Kings County, NY",40.7213757,-74.0055302,"New York County, NY","LINESTRING(-74.0061513 40.6079946, -74.0055302 40.7213757)"
3978351,360610102001000,360610067002004,1,0,0,1,0,0,1,0,0,1,20170919,40.7291503,-74.0029091,"New York County, NY",40.760963,-73.9722753,"New York County, NY","LINESTRING(-74.0029091 40.7291503, -73.9722753 40.760963)"
6513032,361031352052013,361031584031004,2,1,1,0,0,0,2,0,2,0,20170919,40.893774,-72.9275726,"Suffolk County, NY",40.8106234,-73.2756709,"Suffolk County, NY","LINESTRING(-72.9275726 40.893774, -73.2756709 40.8106234)"
7234933,361190094002002,361190053003017,1,0,0,1,1,0,0,0,0,1,20170919,40.911856,-73.8019303,"Westchester County, NY",41.0304889,-73.7616518,"Westchester County, NY","LINESTRING(-73.8019303 40.911856, -73.7616518 41.0304889)"
4069924,360610109001002,360810593001002,1,0,1,0,1,0,0,0,1,0,20170919,40.7119849,-73.9039543,"Queens County, NY",40.7538013,-73.9904324,"New York County, NY","LINESTRING(-73.9039543 40.7119849, -73.9904324 40.7538013)"
3977599,360610102001000,360050302005003,1,1,0,0,0,0,1,0,0,1,20170919,40.8642096,-73.8216422,"Bronx County, NY",40.760963,-73.9722753,"New York County, NY","LINESTRING(-73.8216422 40.8642096, -73.9722753 40.760963)"
7294536,361190115001018,361190136003001,1,1,0,0,1,0,0,0,1,0,20170919,41.1846312,-73.8651654,"Westchester County, NY",41.0768953,-73.8584605,"Westchester County, NY","LINESTRING(-73.8651654 41.1846312, -73.8584605 41.0768953)"
4325433,360610125001006,360470591001001,1,0,1,0,0,0,1,0,0,1,20170919,40.7229874,-73.9407737,"Kings County, NY",40.7589302,-73.982991,"New York County, NY","LINESTRING(-73.9407737 40.7229874, -73.982991 40.7589302)"
2768097,360594136003009,360050363006007,1,1,0,0,1,0,0,0,0,1,20170919,40.8456303,-73.8826204,"Bronx County, NY",40.6552786,-73.6110953,"Nassau County, NY","LINESTRING(-73.8826204 40.8456303, -73.6110953 40.6552786)"
5355832,360810033004001,360870101021003,1,0,1,0,0,1,0,0,0,1,20170919,41.2304482,-74.0037849,"Rockland County, NY",40.7586418,-73.9360418,"Queens County, NY","LINESTRING(-74.0037849 41.2304482, -73.9360418 40.7586418)"
3052193,360610012002005,360610295004002,1,0,0,1,0,1,0,0,0,1,20170919,40.8677562,-73.922418,"New York County, NY",40.7151664,-73.9822561,"New York County, NY","LINESTRING(-73.922418 40.8677562, -73.9822561 40.7151664)"
1414363,360470011001000,360050323002000,1,1,0,0,1,0,0,0,0,1,20170919,40.907928,-73.9059414,"Bronx County, NY",40.6946366,-73.9856639,"Kings County, NY","LINESTRING(-73.9059414 40.907928, -73.9856639 40.6946366)"
4475822,360610145004000,360470003011001,1,1,0,0,0,0,1,0,0,1,20170919,40.6972582,-73.9963227,"Kings County, NY",40.7686629,-73.9835289,"New York County, NY","LINESTRING(-73.9963227 40.6972582, -73.9835289 40.7686629)"
2557216,360594045005002,360594045005010,1,0,1,0,0,1,0,0,0,1,20170919,40.7275086,-73.7038236,"Nassau County, NY",40.7281779,-73.704068,"Nassau County, NY","LINESTRING(-73.7038236 40.7275086, -73.704068 40.7281779)"
3897649,360610098003000,360470170002000,1,1,0,0,0,1,0,0,0,1,20170919,40.6116619,-74.0122259,"Kings County, NY",40.7556647,-73.9694138,"New York County, NY","LINESTRING(-74.0122259 40.6116619, -73.9694138 40.7556647)"
4086110,360610109001005,360594115001035,1,1,0,0,0,1,0,0,0,1,20170919,40.6242822,-73.700438,"Nassau County, NY",40.7519232,-73.9917987,"New York County, NY","LINESTRING(-73.700438 40.6242822, -73.9917987 40.7519232)"
5425149,360810171001000,361031462041003,1,1,0,0,1,0,0,0,1,0,20170919,40.7671546,-73.2195235,"Suffolk County, NY",40.752272,-73.9127245,"Queens County, NY","LINESTRING(-73.2195235 40.7671546, -73.9127245 40.752272)"
2776668,360594143011015,360594167021005,1,0,1,0,0,0,1,0,0,1,20170919,40.5835814,-73.6538612,"Nassau County, NY",40.6557352,-73.5914059,"Nassau County, NY","LINESTRING(-73.6538612 40.5835814, -73.5914059 40.6557352)"
319101,360050194001012,361190123043022,1,0,1,0,0,0,1,0,0,1,20170919,41.1583408,-73.6761289,"Westchester County, NY",40.8375677,-73.8351541,"Bronx County, NY","LINESTRING(-73.6761289 41.1583408, -73.8351541 40.8375677)"
1450334,360470018001015,360470190001002,1,0,1,0,0,1,0,1,0,0,20170919,40.6225214,-73.9997694,"Kings County, NY",40.6576897,-74.006236,"Kings County, NY","LINESTRING(-73.9997694 40.6225214, -74.006236 40.6576897)"
6588985,361031459021010,361031587112004,1,0,1,0,0,1,0,0,0,1,20170919,40.8316165,-72.9978683,"Suffolk County, NY",40.7711697,-73.2618609,"Suffolk County, NY","LINESTRING(-72.9978683 40.8316165, -73.2618609 40.7711697)"
3070373,360610013002005,360810136001000,2,1,1,0,0,0,2,0,0,2,20170919,40.7068752,-73.8274232,"Queens County, NY",40.7057341,-74.0158011,"New York County, NY","LINESTRING(-73.8274232 40.7068752, -74.0158011 40.7057341)"
6512481,361031352052013,361031226034019,1,0,1,0,1,0,0,0,1,0,20170919,40.7406858,-73.3265055,"Suffolk County, NY",40.8106234,-73.2756709,"Suffolk County, NY","LINESTRING(-73.3265055 40.7406858, -73.2756709 40.8106234)"
1574805,360470139004000,360810036001000,1,0,1,0,0,1,0,0,1,0,20170919,40.6856894,-73.8500977,"Queens County, NY",40.6694602,-73.9877625,"Kings County, NY","LINESTRING(-73.8500977 40.6856894, -73.9877625 40.6694602)"
5341227,360810019001075,360470160002000,1,0,1,0,0,0,1,1,0,0,20170919,40.616981,-74.0294404,"Kings County, NY",40.7465685,-73.9400761,"Queens County, NY","LINESTRING(-74.0294404 40.616981, -73.9400761 40.7465685)"
5971972,360850239001002,360593024001018,1,1,0,0,1,0,0,0,0,1,20170919,40.7691858,-73.6493861,"Nassau County, NY",40.6336093,-74.14873,"Richmond County, NY","LINESTRING(-73.6493861 40.7691858, -74.14873 40.6336093)"
1690956,360470325003000,360470534001001,1,0,0,1,1,0,0,0,0,1,20170919,40.6215437,-73.9611766,"Kings County, NY",40.6664283,-73.9580528,"Kings County, NY","LINESTRING(-73.9611766 40.6215437, -73.9580528 40.6664283)"
7313135,361190121023014,361190119021008,1,0,1,0,0,1,0,1,0,0,20170919,41.0931711,-73.7804188,"Westchester County, NY",41.1257539,-73.782418,"Westchester County, NY","LINESTRING(-73.7804188 41.0931711, -73.782418 41.1257539)"
3780877,360610092001009,360470834001001,1,0,1,0,0,0,1,0,0,1,20170919,40.642719,-73.9386188,"Kings County, NY",40.7526253,-73.9758766,"New York County, NY","LINESTRING(-73.9386188 40.642719, -73.9758766 40.7526253)"
1728747,360470410001000,360470750002001,1,0,0,1,0,0,1,0,0,1,20170919,40.62542,-73.94811,"Kings County, NY",40.6005078,-73.9731598,"Kings County, NY","LINESTRING(-73.94811 40.62542, -73.9731598 40.6005078)"
4032439,360610104001004,360610071002000,4,1,3,0,0,0,4,0,1,3,20170919,40.7369499,-73.9990177,"New York County, NY",40.7601565,-73.9781304,"New York County, NY","LINESTRING(-73.9990177 40.7369499, -73.9781304 40.7601565)"
4436874,360610137006001,360050277003001,1,1,0,0,0,0,1,0,0,1,20170919,40.8782446,-73.9000802,"Bronx County, NY",40.7633091,-73.9797878,"New York County, NY","LINESTRING(-73.9000802 40.8782446, -73.9797878 40.7633091)"
5528158,360810329001001,360594121004023,1,0,0,1,0,0,1,0,1,0,20170919,40.6429533,-73.6780793,"Nassau County, NY",40.7662102,-73.8835038,"Queens County, NY","LINESTRING(-73.6780793 40.6429533, -73.8835038 40.7662102)"
7092655,361190021042012,360870114012007,1,0,1,0,0,1,0,0,0,1,20170919,41.1459314,-74.0065013,"Rockland County, NY",40.9666324,-73.8380075,"Westchester County, NY","LINESTRING(-74.0065013 41.1459314, -73.8380075 40.9666324)"
3339056,360610049001000,360810053001000,1,1,0,0,0,0,1,0,1,0,20170919,40.7636524,-73.9296594,"Queens County, NY",40.7261582,-74.0000086,"New York County, NY","LINESTRING(-73.9296594 40.7636524, -74.0000086 40.7261582)"
6718655,361031582052015,361031580025017,1,0,0,1,0,1,0,0,0,1,20170919,40.925766,-73.1373743,"Suffolk County, NY",40.9332364,-73.0429135,"Suffolk County, NY","LINESTRING(-73.1373743 40.925766, -73.0429135 40.9332364)"
